,store_id,region,type_of_business,amount,Date
2017-05-31,1072,전북 익산시,안경 및 안경렌즈 제조업,2595428.5714285714,2017-05-31
2017-06-14,1072,전북 익산시,안경 및 안경렌즈 제조업,4198142.857142857,2017-06-14
2017-06-28,1072,전북 익산시,안경 및 안경렌즈 제조업,2311999.9999999995,2017-06-28
2017-07-12,1072,전북 익산시,안경 및 안경렌즈 제조업,1854285.7142857146,2017-07-12
2017-07-26,1072,전북 익산시,안경 및 안경렌즈 제조업,2429814.285714286,2017-07-26
2017-08-09,1072,전북 익산시,안경 및 안경렌즈 제조업,1770428.5714285711,2017-08-09
2017-08-23,1072,전북 익산시,안경 및 안경렌즈 제조업,2325571.428571429,2017-08-23
2017-09-06,1072,전북 익산시,안경 및 안경렌즈 제조업,1721571.4285714286,2017-09-06
2017-09-20,1072,전북 익산시,안경 및 안경렌즈 제조업,2655857.1428571427,2017-09-20
2017-10-04,1072,전북 익산시,안경 및 안경렌즈 제조업,832142.8571428573,2017-10-04
2017-10-18,1072,전북 익산시,안경 및 안경렌즈 제조업,1770942.857142857,2017-10-18
2017-11-01,1072,전북 익산시,안경 및 안경렌즈 제조업,1355714.2857142854,2017-11-01
2017-11-15,1072,전북 익산시,안경 및 안경렌즈 제조업,1119857.1428571425,2017-11-15
2017-11-29,1072,전북 익산시,안경 및 안경렌즈 제조업,1398857.142857143,2017-11-29
2017-12-13,1072,전북 익산시,안경 및 안경렌즈 제조업,1147857.1428571427,2017-12-13
2017-12-27,1072,전북 익산시,안경 및 안경렌즈 제조업,2329285.7142857146,2017-12-27
2018-01-10,1072,전북 익산시,안경 및 안경렌즈 제조업,1309142.857142857,2018-01-10
2018-01-24,1072,전북 익산시,안경 및 안경렌즈 제조업,3492142.8571428573,2018-01-24
2018-02-07,1072,전북 익산시,안경 및 안경렌즈 제조업,694285.7142857143,2018-02-07
2018-02-21,1072,전북 익산시,안경 및 안경렌즈 제조업,2634928.5714285714,2018-02-21
2018-03-07,1072,전북 익산시,안경 및 안경렌즈 제조업,2112800.0,2018-03-07
2018-03-21,1072,전북 익산시,안경 및 안경렌즈 제조업,2999000.0000000005,2018-03-21
2018-04-04,1072,전북 익산시,안경 및 안경렌즈 제조업,1966428.5714285714,2018-04-04
2018-04-18,1072,전북 익산시,안경 및 안경렌즈 제조업,1444285.7142857143,2018-04-18
2018-05-02,1072,전북 익산시,안경 및 안경렌즈 제조업,1259428.5714285714,2018-05-02
2018-05-16,1072,전북 익산시,안경 및 안경렌즈 제조업,1787714.2857142854,2018-05-16
2018-05-30,1072,전북 익산시,안경 및 안경렌즈 제조업,1099000.0,2018-05-30
2018-06-13,1072,전북 익산시,안경 및 안경렌즈 제조업,1316428.5714285711,2018-06-13
2018-06-27,1072,전북 익산시,안경 및 안경렌즈 제조업,1142142.857142857,2018-06-27
2018-07-11,1072,전북 익산시,안경 및 안경렌즈 제조업,1652142.8571428568,2018-07-11
2018-07-25,1072,전북 익산시,안경 및 안경렌즈 제조업,1324857.142857143,2018-07-25
2018-08-08,1072,전북 익산시,안경 및 안경렌즈 제조업,1107571.4285714286,2018-08-08
2018-08-22,1072,전북 익산시,안경 및 안경렌즈 제조업,1318642.8571428573,2018-08-22
2018-09-05,1072,전북 익산시,안경 및 안경렌즈 제조업,1922607.1428571425,2018-09-05
2018-09-19,1072,전북 익산시,안경 및 안경렌즈 제조업,912571.4285714285,2018-09-19
2018-10-03,1072,전북 익산시,안경 및 안경렌즈 제조업,1845785.714285714,2018-10-03
2018-10-17,1072,전북 익산시,안경 및 안경렌즈 제조업,1674000.0,2018-10-17
2018-10-31,1072,전북 익산시,안경 및 안경렌즈 제조업,1186714.2857142857,2018-10-31
2018-11-14,1072,전북 익산시,안경 및 안경렌즈 제조업,992571.4285714284,2018-11-14
2018-11-28,1072,전북 익산시,안경 및 안경렌즈 제조업,956500.0,2018-11-28
2018-12-12,1072,전북 익산시,안경 및 안경렌즈 제조업,879828.5714285716,2018-12-12
2018-12-26,1072,전북 익산시,안경 및 안경렌즈 제조업,1450614.2857142857,2018-12-26
2019-01-09,1072,전북 익산시,안경 및 안경렌즈 제조업,1212428.5714285714,2019-01-09
2019-01-23,1072,전북 익산시,안경 및 안경렌즈 제조업,1181628.5714285714,2019-01-23
2019-02-06,1072,전북 익산시,안경 및 안경렌즈 제조업,2054385.714285714,2019-02-06
2019-02-20,1072,전북 익산시,안경 및 안경렌즈 제조업,1841142.857142857,2019-02-20
2016-06-01,1081,전북 정읍시,가정용 세탁업,206135.7142857143,2016-06-01
2016-06-15,1081,전북 정읍시,가정용 세탁업,55428.57142857143,2016-06-15
2016-06-29,1081,전북 정읍시,가정용 세탁업,61142.85714285714,2016-06-29
2016-07-13,1081,전북 정읍시,가정용 세탁업,56621.42857142858,2016-07-13
2016-07-27,1081,전북 정읍시,가정용 세탁업,55000.0,2016-07-27
2016-08-10,1081,전북 정읍시,가정용 세탁업,58307.142857142855,2016-08-10
2016-08-24,1081,전북 정읍시,가정용 세탁업,123692.85714285713,2016-08-24
2016-09-07,1081,전북 정읍시,가정용 세탁업,76114.28571428571,2016-09-07
2016-09-21,1081,전북 정읍시,가정용 세탁업,86142.85714285714,2016-09-21
2016-10-05,1081,전북 정읍시,가정용 세탁업,148300.0,2016-10-05
2016-10-19,1081,전북 정읍시,가정용 세탁업,197457.14285714284,2016-10-19
2016-11-02,1081,전북 정읍시,가정용 세탁업,171499.99999999994,2016-11-02
2016-11-16,1081,전북 정읍시,가정용 세탁업,147992.85714285716,2016-11-16
2016-11-30,1081,전북 정읍시,가정용 세탁업,196000.0,2016-11-30
2016-12-14,1081,전북 정읍시,가정용 세탁업,132000.0,2016-12-14
2016-12-28,1081,전북 정읍시,가정용 세탁업,68778.57142857143,2016-12-28
2017-01-11,1081,전북 정읍시,가정용 세탁업,130828.57142857142,2017-01-11
2017-01-25,1081,전북 정읍시,가정용 세탁업,122592.85714285713,2017-01-25
2017-02-08,1081,전북 정읍시,가정용 세탁업,165564.28571428574,2017-02-08
2017-02-22,1081,전북 정읍시,가정용 세탁업,165985.71428571432,2017-02-22
2017-03-08,1081,전북 정읍시,가정용 세탁업,144700.0,2017-03-08
2017-03-22,1081,전북 정읍시,가정용 세탁업,105971.42857142857,2017-03-22
2017-04-05,1081,전북 정읍시,가정용 세탁업,129742.85714285713,2017-04-05
2017-04-19,1081,전북 정읍시,가정용 세탁업,116714.28571428571,2017-04-19
2017-05-03,1081,전북 정읍시,가정용 세탁업,152242.85714285713,2017-05-03
2017-05-17,1081,전북 정읍시,가정용 세탁업,124507.14285714287,2017-05-17
2017-05-31,1081,전북 정읍시,가정용 세탁업,119828.57142857142,2017-05-31
2017-06-14,1081,전북 정읍시,가정용 세탁업,129064.2857142857,2017-06-14
2017-06-28,1081,전북 정읍시,가정용 세탁업,47857.142857142855,2017-06-28
2017-07-12,1081,전북 정읍시,가정용 세탁업,91500.0,2017-07-12
2017-07-26,1081,전북 정읍시,가정용 세탁업,152892.85714285716,2017-07-26
2017-08-09,1081,전북 정읍시,가정용 세탁업,147071.42857142855,2017-08-09
2017-08-23,1081,전북 정읍시,가정용 세탁업,131164.28571428568,2017-08-23
2017-09-06,1081,전북 정읍시,가정용 세탁업,47264.28571428571,2017-09-06
2017-09-20,1081,전북 정읍시,가정용 세탁업,121514.28571428571,2017-09-20
2017-10-04,1081,전북 정읍시,가정용 세탁업,123078.57142857145,2017-10-04
2017-10-18,1081,전북 정읍시,가정용 세탁업,223514.28571428568,2017-10-18
2017-11-01,1081,전북 정읍시,가정용 세탁업,282000.0,2017-11-01
2017-11-15,1081,전북 정읍시,가정용 세탁업,190428.57142857142,2017-11-15
2017-11-29,1081,전북 정읍시,가정용 세탁업,132142.85714285713,2017-11-29
2017-12-13,1081,전북 정읍시,가정용 세탁업,187842.8571428571,2017-12-13
2017-12-27,1081,전북 정읍시,가정용 세탁업,86571.42857142857,2017-12-27
2018-01-10,1081,전북 정읍시,가정용 세탁업,109571.42857142858,2018-01-10
2018-01-24,1081,전북 정읍시,가정용 세탁업,59928.571428571435,2018-01-24
2018-02-07,1081,전북 정읍시,가정용 세탁업,65285.71428571429,2018-02-07
2018-02-21,1081,전북 정읍시,가정용 세탁업,71985.71428571428,2018-02-21
2018-03-07,1081,전북 정읍시,가정용 세탁업,130000.00000000001,2018-03-07
2018-03-21,1081,전북 정읍시,가정용 세탁업,131871.42857142858,2018-03-21
2018-04-04,1081,전북 정읍시,가정용 세탁업,137142.85714285716,2018-04-04
2018-04-18,1081,전북 정읍시,가정용 세탁업,216285.71428571414,2018-04-18
2018-05-02,1081,전북 정읍시,가정용 세탁업,101142.85714285716,2018-05-02
2018-05-16,1081,전북 정읍시,가정용 세탁업,82928.57142857143,2018-05-16
2018-05-30,1081,전북 정읍시,가정용 세탁업,105714.28571428571,2018-05-30
2018-06-13,1081,전북 정읍시,가정용 세탁업,74857.14285714286,2018-06-13
2018-06-27,1081,전북 정읍시,가정용 세탁업,151571.42857142858,2018-06-27
2018-07-11,1081,전북 정읍시,가정용 세탁업,60142.85714285715,2018-07-11
2018-07-25,1081,전북 정읍시,가정용 세탁업,42357.14285714285,2018-07-25
2018-08-08,1081,전북 정읍시,가정용 세탁업,68714.28571428572,2018-08-08
2018-08-22,1081,전북 정읍시,가정용 세탁업,109571.42857142858,2018-08-22
2018-09-05,1081,전북 정읍시,가정용 세탁업,57714.285714285725,2018-09-05
2018-09-19,1081,전북 정읍시,가정용 세탁업,95928.57142857143,2018-09-19
2018-10-03,1081,전북 정읍시,가정용 세탁업,119428.57142857142,2018-10-03
2018-10-17,1081,전북 정읍시,가정용 세탁업,172285.71428571426,2018-10-17
2018-10-31,1081,전북 정읍시,가정용 세탁업,179285.7142857143,2018-10-31
2018-11-14,1081,전북 정읍시,가정용 세탁업,169857.14285714287,2018-11-14
2018-11-28,1081,전북 정읍시,가정용 세탁업,86428.57142857143,2018-11-28
2018-12-12,1081,전북 정읍시,가정용 세탁업,151714.2857142857,2018-12-12
2018-12-26,1081,전북 정읍시,가정용 세탁업,96571.42857142857,2018-12-26
2019-01-09,1081,전북 정읍시,가정용 세탁업,124928.57142857142,2019-01-09
2019-01-23,1081,전북 정읍시,가정용 세탁업,90500.0,2019-01-23
2019-02-06,1081,전북 정읍시,가정용 세탁업,72928.57142857142,2019-02-06
2019-02-20,1081,전북 정읍시,가정용 세탁업,64714.28571428571,2019-02-20
2016-06-02,1082,전북 정읍시,그 외 기타 건축자재 도매업,142827.14285714287,2016-06-02
2016-06-16,1082,전북 정읍시,그 외 기타 건축자재 도매업,185915.71428571426,2016-06-16
2016-06-30,1082,전북 정읍시,그 외 기타 건축자재 도매업,148292.85714285713,2016-06-30
2016-07-14,1082,전북 정읍시,그 외 기타 건축자재 도매업,149908.57142857142,2016-07-14
2016-07-28,1082,전북 정읍시,그 외 기타 건축자재 도매업,198711.85714285713,2016-07-28
2016-08-11,1082,전북 정읍시,그 외 기타 건축자재 도매업,249417.1428571429,2016-08-11
2016-08-25,1082,전북 정읍시,그 외 기타 건축자재 도매업,319282.85714285716,2016-08-25
2016-09-08,1082,전북 정읍시,그 외 기타 건축자재 도매업,579084.2857142857,2016-09-08
2016-09-22,1082,전북 정읍시,그 외 기타 건축자재 도매업,104249.99999999997,2016-09-22
2016-10-06,1082,전북 정읍시,그 외 기타 건축자재 도매업,99550.0,2016-10-06
2016-10-20,1082,전북 정읍시,그 외 기타 건축자재 도매업,148027.14285714287,2016-10-20
2016-11-03,1082,전북 정읍시,그 외 기타 건축자재 도매업,458504.2857142856,2016-11-03
2016-11-17,1082,전북 정읍시,그 외 기타 건축자재 도매업,237050.0,2016-11-17
2016-12-01,1082,전북 정읍시,그 외 기타 건축자재 도매업,253094.2857142857,2016-12-01
2016-12-15,1082,전북 정읍시,그 외 기타 건축자재 도매업,344038.5714285714,2016-12-15
2016-12-29,1082,전북 정읍시,그 외 기타 건축자재 도매업,329222.85714285716,2016-12-29
2017-01-12,1082,전북 정읍시,그 외 기타 건축자재 도매업,56681.428571428565,2017-01-12
2017-01-26,1082,전북 정읍시,그 외 기타 건축자재 도매업,86691.42857142858,2017-01-26
2017-02-09,1082,전북 정읍시,그 외 기타 건축자재 도매업,140328.57142857142,2017-02-09
2017-02-23,1082,전북 정읍시,그 외 기타 건축자재 도매업,145341.42857142858,2017-02-23
2017-03-09,1082,전북 정읍시,그 외 기타 건축자재 도매업,223567.14285714287,2017-03-09
2017-03-23,1082,전북 정읍시,그 외 기타 건축자재 도매업,109002.85714285714,2017-03-23
2017-04-06,1082,전북 정읍시,그 외 기타 건축자재 도매업,145381.42857142858,2017-04-06
2017-04-20,1082,전북 정읍시,그 외 기타 건축자재 도매업,749932.8571428572,2017-04-20
2017-05-04,1082,전북 정읍시,그 외 기타 건축자재 도매업,150715.71428571426,2017-05-04
2017-05-18,1082,전북 정읍시,그 외 기타 건축자재 도매업,300265.71428571426,2017-05-18
2017-06-01,1082,전북 정읍시,그 외 기타 건축자재 도매업,247218.57142857136,2017-06-01
2017-06-15,1082,전북 정읍시,그 외 기타 건축자재 도매업,232955.71428571432,2017-06-15
2017-06-29,1082,전북 정읍시,그 외 기타 건축자재 도매업,199968.57142857142,2017-06-29
2017-07-13,1082,전북 정읍시,그 외 기타 건축자재 도매업,135211.42857142855,2017-07-13
2017-07-27,1082,전북 정읍시,그 외 기타 건축자재 도매업,222442.85714285716,2017-07-27
2017-08-10,1082,전북 정읍시,그 외 기타 건축자재 도매업,194590.0,2017-08-10
2017-08-24,1082,전북 정읍시,그 외 기타 건축자재 도매업,179687.14285714284,2017-08-24
2017-09-07,1082,전북 정읍시,그 외 기타 건축자재 도매업,269392.8571428571,2017-09-07
2017-09-21,1082,전북 정읍시,그 외 기타 건축자재 도매업,151989.99999999997,2017-09-21
2017-10-05,1082,전북 정읍시,그 외 기타 건축자재 도매업,82187.14285714288,2017-10-05
2017-10-19,1082,전북 정읍시,그 외 기타 건축자재 도매업,246242.85714285713,2017-10-19
2017-11-02,1082,전북 정읍시,그 외 기타 건축자재 도매업,395584.2857142857,2017-11-02
2017-11-16,1082,전북 정읍시,그 외 기타 건축자재 도매업,603505.7142857144,2017-11-16
2017-11-30,1082,전북 정읍시,그 외 기타 건축자재 도매업,375737.14285714284,2017-11-30
2017-12-14,1082,전북 정읍시,그 외 기타 건축자재 도매업,176597.14285714287,2017-12-14
2017-12-28,1082,전북 정읍시,그 외 기타 건축자재 도매업,12807.142857142857,2017-12-28
2018-01-11,1082,전북 정읍시,그 외 기타 건축자재 도매업,50474.2857142857,2018-01-11
2018-01-25,1082,전북 정읍시,그 외 기타 건축자재 도매업,510368.5714285714,2018-01-25
2018-02-08,1082,전북 정읍시,그 외 기타 건축자재 도매업,51625.71428571429,2018-02-08
2018-02-22,1082,전북 정읍시,그 외 기타 건축자재 도매업,155190.00000000003,2018-02-22
2018-03-08,1082,전북 정읍시,그 외 기타 건축자재 도매업,209554.2857142857,2018-03-08
2018-03-22,1082,전북 정읍시,그 외 기타 건축자재 도매업,202242.85714285713,2018-03-22
2018-04-05,1082,전북 정읍시,그 외 기타 건축자재 도매업,245040.00000000003,2018-04-05
2018-04-19,1082,전북 정읍시,그 외 기타 건축자재 도매업,207444.28571428574,2018-04-19
2018-05-03,1082,전북 정읍시,그 외 기타 건축자재 도매업,146111.42857142855,2018-05-03
2018-05-17,1082,전북 정읍시,그 외 기타 건축자재 도매업,577306.4285714286,2018-05-17
2018-05-31,1082,전북 정읍시,그 외 기타 건축자재 도매업,273931.4285714286,2018-05-31
2018-06-14,1082,전북 정읍시,그 외 기타 건축자재 도매업,225751.4285714286,2018-06-14
2018-06-28,1082,전북 정읍시,그 외 기타 건축자재 도매업,307455.7142857143,2018-06-28
2018-07-12,1082,전북 정읍시,그 외 기타 건축자재 도매업,354750.0,2018-07-12
2018-07-26,1082,전북 정읍시,그 외 기타 건축자재 도매업,1024477.1428571427,2018-07-26
2018-08-09,1082,전북 정읍시,그 외 기타 건축자재 도매업,798198.5714285714,2018-08-09
2018-08-23,1082,전북 정읍시,그 외 기타 건축자재 도매업,104890.0,2018-08-23
2018-09-06,1082,전북 정읍시,그 외 기타 건축자재 도매업,213447.14285714287,2018-09-06
2018-09-20,1082,전북 정읍시,그 외 기타 건축자재 도매업,109795.71428571429,2018-09-20
2018-10-04,1082,전북 정읍시,그 외 기타 건축자재 도매업,432615.7142857143,2018-10-04
2018-10-18,1082,전북 정읍시,그 외 기타 건축자재 도매업,246667.14285714293,2018-10-18
2018-11-01,1082,전북 정읍시,그 외 기타 건축자재 도매업,189058.57142857142,2018-11-01
2018-11-15,1082,전북 정읍시,그 외 기타 건축자재 도매업,211784.28571428574,2018-11-15
2018-11-29,1082,전북 정읍시,그 외 기타 건축자재 도매업,645590.0,2018-11-29
2018-12-13,1082,전북 정읍시,그 외 기타 건축자재 도매업,272101.4285714286,2018-12-13
2018-12-27,1082,전북 정읍시,그 외 기타 건축자재 도매업,227502.85714285713,2018-12-27
2019-01-10,1082,전북 정읍시,그 외 기타 건축자재 도매업,182358.57142857142,2019-01-10
2019-01-24,1082,전북 정읍시,그 외 기타 건축자재 도매업,58802.85714285714,2019-01-24
2019-02-07,1082,전북 정읍시,그 외 기타 건축자재 도매업,217605.71428571426,2019-02-07
2019-02-21,1082,전북 정읍시,그 외 기타 건축자재 도매업,231170.00000000003,2019-02-21
2016-06-01,1086,대구 북구,통신·방송장비 및 부품 도매업,412157.1428571428,2016-06-01
2016-06-15,1086,대구 북구,통신·방송장비 및 부품 도매업,365271.42857142864,2016-06-15
2016-06-29,1086,대구 북구,통신·방송장비 및 부품 도매업,678538.5714285714,2016-06-29
2016-07-13,1086,대구 북구,통신·방송장비 및 부품 도매업,521942.85714285716,2016-07-13
2016-07-27,1086,대구 북구,통신·방송장비 및 부품 도매업,162628.57142857142,2016-07-27
2016-08-10,1086,대구 북구,통신·방송장비 및 부품 도매업,423071.4285714286,2016-08-10
2016-08-24,1086,대구 북구,통신·방송장비 및 부품 도매업,246071.42857142858,2016-08-24
2016-09-07,1086,대구 북구,통신·방송장비 및 부품 도매업,344214.2857142857,2016-09-07
2016-09-21,1086,대구 북구,통신·방송장비 및 부품 도매업,344428.5714285714,2016-09-21
2016-10-05,1086,대구 북구,통신·방송장비 및 부품 도매업,751057.1428571428,2016-10-05
2016-10-19,1086,대구 북구,통신·방송장비 및 부품 도매업,646285.7142857142,2016-10-19
2016-11-02,1086,대구 북구,통신·방송장비 및 부품 도매업,275985.71428571426,2016-11-02
2016-11-16,1086,대구 북구,통신·방송장비 및 부품 도매업,1062071.4285714286,2016-11-16
2016-11-30,1086,대구 북구,통신·방송장비 및 부품 도매업,282300.0,2016-11-30
2016-12-14,1086,대구 북구,통신·방송장비 및 부품 도매업,392871.4285714285,2016-12-14
2016-12-28,1086,대구 북구,통신·방송장비 및 부품 도매업,485214.28571428574,2016-12-28
2017-01-11,1086,대구 북구,통신·방송장비 및 부품 도매업,762514.2857142858,2017-01-11
2017-01-25,1086,대구 북구,통신·방송장비 및 부품 도매업,741428.5714285714,2017-01-25
2017-02-08,1086,대구 북구,통신·방송장비 및 부품 도매업,639042.8571428572,2017-02-08
2017-02-22,1086,대구 북구,통신·방송장비 및 부품 도매업,415714.28571428574,2017-02-22
2017-03-08,1086,대구 북구,통신·방송장비 및 부품 도매업,407285.7142857143,2017-03-08
2017-03-22,1086,대구 북구,통신·방송장비 및 부품 도매업,211714.2857142857,2017-03-22
2017-04-05,1086,대구 북구,통신·방송장비 및 부품 도매업,312000.0,2017-04-05
2017-04-19,1086,대구 북구,통신·방송장비 및 부품 도매업,315857.14285714284,2017-04-19
2017-05-03,1086,대구 북구,통신·방송장비 및 부품 도매업,763785.7142857144,2017-05-03
2017-05-17,1086,대구 북구,통신·방송장비 및 부품 도매업,124642.85714285714,2017-05-17
2017-05-31,1086,대구 북구,통신·방송장비 및 부품 도매업,229285.71428571426,2017-05-31
2017-06-14,1086,대구 북구,통신·방송장비 및 부품 도매업,332571.42857142864,2017-06-14
2017-06-28,1086,대구 북구,통신·방송장비 및 부품 도매업,619428.5714285715,2017-06-28
2017-07-12,1086,대구 북구,통신·방송장비 및 부품 도매업,357785.7142857143,2017-07-12
2017-07-26,1086,대구 북구,통신·방송장비 및 부품 도매업,636642.8571428572,2017-07-26
2017-08-09,1086,대구 북구,통신·방송장비 및 부품 도매업,312357.14285714284,2017-08-09
2017-08-23,1086,대구 북구,통신·방송장비 및 부품 도매업,499328.5714285715,2017-08-23
2017-09-06,1086,대구 북구,통신·방송장비 및 부품 도매업,223957.14285714284,2017-09-06
2017-09-20,1086,대구 북구,통신·방송장비 및 부품 도매업,255485.7142857143,2017-09-20
2017-10-04,1086,대구 북구,통신·방송장비 및 부품 도매업,95271.42857142855,2017-10-04
2017-10-18,1086,대구 북구,통신·방송장비 및 부품 도매업,303157.14285714284,2017-10-18
2017-11-01,1086,대구 북구,통신·방송장비 및 부품 도매업,136642.85714285716,2017-11-01
2017-11-15,1086,대구 북구,통신·방송장비 및 부품 도매업,103199.99999999999,2017-11-15
2017-11-29,1086,대구 북구,통신·방송장비 및 부품 도매업,129428.57142857142,2017-11-29
2017-12-13,1086,대구 북구,통신·방송장비 및 부품 도매업,213571.42857142855,2017-12-13
2017-12-27,1086,대구 북구,통신·방송장비 및 부품 도매업,0.0,2017-12-27
2018-01-10,1086,대구 북구,통신·방송장비 및 부품 도매업,50000.0,2018-01-10
2018-01-24,1086,대구 북구,통신·방송장비 및 부품 도매업,54857.142857142855,2018-01-24
2018-02-07,1086,대구 북구,통신·방송장비 및 부품 도매업,173271.42857142855,2018-02-07
2018-02-21,1086,대구 북구,통신·방송장비 및 부품 도매업,48114.28571428572,2018-02-21
2018-03-07,1086,대구 북구,통신·방송장비 및 부품 도매업,49428.571428571435,2018-03-07
2018-03-21,1086,대구 북구,통신·방송장비 및 부품 도매업,112428.57142857143,2018-03-21
2018-04-04,1086,대구 북구,통신·방송장비 및 부품 도매업,73714.28571428571,2018-04-04
2018-04-18,1086,대구 북구,통신·방송장비 및 부품 도매업,43700.0,2018-04-18
2018-05-02,1086,대구 북구,통신·방송장비 및 부품 도매업,97142.85714285714,2018-05-02
2018-05-16,1086,대구 북구,통신·방송장비 및 부품 도매업,246485.7142857143,2018-05-16
2018-05-30,1086,대구 북구,통신·방송장비 및 부품 도매업,115714.28571428571,2018-05-30
2018-06-13,1086,대구 북구,통신·방송장비 및 부품 도매업,34285.71428571429,2018-06-13
2018-06-27,1086,대구 북구,통신·방송장비 및 부품 도매업,13471.428571428567,2018-06-27
2018-07-11,1086,대구 북구,통신·방송장비 및 부품 도매업,75528.57142857142,2018-07-11
2018-07-25,1086,대구 북구,통신·방송장비 및 부품 도매업,47628.571428571435,2018-07-25
2018-08-08,1086,대구 북구,통신·방송장비 및 부품 도매업,48500.0,2018-08-08
2018-08-22,1086,대구 북구,통신·방송장비 및 부품 도매업,241357.14285714284,2018-08-22
2018-09-05,1086,대구 북구,통신·방송장비 및 부품 도매업,219642.8571428572,2018-09-05
2018-09-19,1086,대구 북구,통신·방송장비 및 부품 도매업,15071.428571428572,2018-09-19
2018-10-03,1086,대구 북구,통신·방송장비 및 부품 도매업,67300.0,2018-10-03
2018-10-17,1086,대구 북구,통신·방송장비 및 부품 도매업,83871.42857142857,2018-10-17
2018-10-31,1086,대구 북구,통신·방송장비 및 부품 도매업,185142.85714285713,2018-10-31
2018-11-14,1086,대구 북구,통신·방송장비 및 부품 도매업,15828.571428571431,2018-11-14
2018-11-28,1086,대구 북구,통신·방송장비 및 부품 도매업,241857.1428571429,2018-11-28
2018-12-12,1086,대구 북구,통신·방송장비 및 부품 도매업,74800.0,2018-12-12
2018-12-26,1086,대구 북구,통신·방송장비 및 부품 도매업,157142.85714285713,2018-12-26
2019-01-09,1086,대구 북구,통신·방송장비 및 부품 도매업,224571.4285714286,2019-01-09
2019-01-23,1086,대구 북구,통신·방송장비 및 부품 도매업,235657.14285714284,2019-01-23
2019-02-06,1086,대구 북구,통신·방송장비 및 부품 도매업,147428.57142857142,2019-02-06
2019-02-20,1086,대구 북구,통신·방송장비 및 부품 도매업,58571.428571428565,2019-02-20
2017-04-19,1088,부산 동래구,치킨 전문점,159542.85714285716,2017-04-19
2017-05-03,1088,부산 동래구,치킨 전문점,244185.7142857143,2017-05-03
2017-05-17,1088,부산 동래구,치킨 전문점,223899.99999999997,2017-05-17
2017-05-31,1088,부산 동래구,치킨 전문점,192671.42857142852,2017-05-31
2017-06-14,1088,부산 동래구,치킨 전문점,125214.28571428571,2017-06-14
2017-06-28,1088,부산 동래구,치킨 전문점,154942.85714285713,2017-06-28
2017-07-12,1088,부산 동래구,치킨 전문점,226714.2857142857,2017-07-12
2017-07-26,1088,부산 동래구,치킨 전문점,98042.85714285716,2017-07-26
2017-08-09,1088,부산 동래구,치킨 전문점,108285.71428571429,2017-08-09
2017-08-23,1088,부산 동래구,치킨 전문점,144871.42857142858,2017-08-23
2017-09-06,1088,부산 동래구,치킨 전문점,213942.85714285716,2017-09-06
2017-09-20,1088,부산 동래구,치킨 전문점,251357.14285714284,2017-09-20
2017-10-04,1088,부산 동래구,치킨 전문점,216957.14285714287,2017-10-04
2017-10-18,1088,부산 동래구,치킨 전문점,219200.0,2017-10-18
2017-11-01,1088,부산 동래구,치킨 전문점,212500.0,2017-11-01
2017-11-15,1088,부산 동래구,치킨 전문점,129885.71428571429,2017-11-15
2017-11-29,1088,부산 동래구,치킨 전문점,84300.00000000001,2017-11-29
2017-12-13,1088,부산 동래구,치킨 전문점,0.0,2017-12-13
2017-12-27,1088,부산 동래구,치킨 전문점,94042.85714285713,2017-12-27
2018-01-10,1088,부산 동래구,치킨 전문점,95514.28571428571,2018-01-10
2018-01-24,1088,부산 동래구,치킨 전문점,98757.14285714287,2018-01-24
2018-02-07,1088,부산 동래구,치킨 전문점,160500.00000000003,2018-02-07
2018-02-21,1088,부산 동래구,치킨 전문점,167842.85714285713,2018-02-21
2018-03-07,1088,부산 동래구,치킨 전문점,191857.14285714287,2018-03-07
2018-03-21,1088,부산 동래구,치킨 전문점,150500.0,2018-03-21
2018-04-04,1088,부산 동래구,치킨 전문점,96657.14285714287,2018-04-04
2018-04-18,1088,부산 동래구,치킨 전문점,101928.57142857143,2018-04-18
2018-05-02,1088,부산 동래구,치킨 전문점,153528.57142857142,2018-05-02
2018-05-16,1088,부산 동래구,치킨 전문점,142714.2857142857,2018-05-16
2018-05-30,1088,부산 동래구,치킨 전문점,200428.57142857142,2018-05-30
2018-06-13,1088,부산 동래구,치킨 전문점,101257.14285714284,2018-06-13
2018-06-27,1088,부산 동래구,치킨 전문점,122442.85714285713,2018-06-27
2018-07-11,1088,부산 동래구,치킨 전문점,104257.14285714287,2018-07-11
2018-07-25,1088,부산 동래구,치킨 전문점,136228.57142857145,2018-07-25
2018-08-08,1088,부산 동래구,치킨 전문점,111028.57142857142,2018-08-08
2018-08-22,1088,부산 동래구,치킨 전문점,121528.57142857143,2018-08-22
2018-09-05,1088,부산 동래구,치킨 전문점,117785.71428571429,2018-09-05
2018-09-19,1088,부산 동래구,치킨 전문점,186786.28571428568,2018-09-19
2018-10-03,1088,부산 동래구,치킨 전문점,202657.14285714284,2018-10-03
2018-10-17,1088,부산 동래구,치킨 전문점,132171.42857142858,2018-10-17
2018-10-31,1088,부산 동래구,치킨 전문점,74814.28571428571,2018-10-31
2018-11-14,1088,부산 동래구,치킨 전문점,126085.71428571429,2018-11-14
2018-11-28,1088,부산 동래구,치킨 전문점,135328.57142857145,2018-11-28
2018-12-12,1088,부산 동래구,치킨 전문점,241528.5714285714,2018-12-12
2018-12-26,1088,부산 동래구,치킨 전문점,255899.99999999994,2018-12-26
