,store_id,region,type_of_business,amount,Date
2016-08-24,912,충남 서산시,비알코올 음료점업,359785.71428571426,2016-08-24
2016-09-21,912,충남 서산시,비알코올 음료점업,329142.85714285716,2016-09-21
2016-10-19,912,충남 서산시,비알코올 음료점업,227071.42857142858,2016-10-19
2016-11-16,912,충남 서산시,비알코올 음료점업,153000.0,2016-11-16
2016-12-14,912,충남 서산시,비알코올 음료점업,99285.71428571429,2016-12-14
2017-01-11,912,충남 서산시,비알코올 음료점업,97500.0,2017-01-11
2017-02-08,912,충남 서산시,비알코올 음료점업,175000.00000000003,2017-02-08
2017-03-08,912,충남 서산시,비알코올 음료점업,168285.71428571426,2017-03-08
2017-04-05,912,충남 서산시,비알코올 음료점업,366428.5714285715,2017-04-05
2017-05-03,912,충남 서산시,비알코올 음료점업,317857.14285714284,2017-05-03
2017-05-31,912,충남 서산시,비알코올 음료점업,295785.7142857143,2017-05-31
2017-06-28,912,충남 서산시,비알코올 음료점업,193428.57142857145,2017-06-28
2017-07-26,912,충남 서산시,비알코올 음료점업,274500.0,2017-07-26
2017-08-23,912,충남 서산시,비알코올 음료점업,290357.1428571429,2017-08-23
2017-09-20,912,충남 서산시,비알코올 음료점업,501857.1428571429,2017-09-20
2017-10-18,912,충남 서산시,비알코올 음료점업,231285.7142857143,2017-10-18
2017-11-15,912,충남 서산시,비알코올 음료점업,170142.85714285713,2017-11-15
2017-12-13,912,충남 서산시,비알코올 음료점업,114071.42857142858,2017-12-13
2018-01-10,912,충남 서산시,비알코올 음료점업,141857.14285714287,2018-01-10
2018-02-07,912,충남 서산시,비알코올 음료점업,220571.4285714286,2018-02-07
2018-03-07,912,충남 서산시,비알코올 음료점업,308142.8571428571,2018-03-07
2018-04-04,912,충남 서산시,비알코올 음료점업,516428.5714285715,2018-04-04
2018-05-02,912,충남 서산시,비알코올 음료점업,479214.28571428574,2018-05-02
2018-05-30,912,충남 서산시,비알코올 음료점업,321000.00000000006,2018-05-30
2018-06-27,912,충남 서산시,비알코올 음료점업,230928.57142857142,2018-06-27
2018-07-25,912,충남 서산시,비알코올 음료점업,231285.7142857143,2018-07-25
2018-08-22,912,충남 서산시,비알코올 음료점업,258285.71428571426,2018-08-22
2018-09-19,912,충남 서산시,비알코올 음료점업,454214.2857142857,2018-09-19
2018-10-17,912,충남 서산시,비알코올 음료점업,236000.00000000003,2018-10-17
2018-11-14,912,충남 서산시,비알코올 음료점업,171428.5714285714,2018-11-14
2018-12-12,912,충남 서산시,비알코올 음료점업,111785.71428571428,2018-12-12
2019-01-09,912,충남 서산시,비알코올 음료점업,95214.28571428571,2019-01-09
2019-02-06,912,충남 서산시,비알코올 음료점업,99714.28571428571,2019-02-06
2016-06-01,916,대전 서구,두발 미용업,463428.5714285715,2016-06-01
2016-06-29,916,대전 서구,두발 미용업,657999.9999999999,2016-06-29
2016-07-27,916,대전 서구,두발 미용업,442000.00000000006,2016-07-27
2016-08-24,916,대전 서구,두발 미용업,564571.4285714285,2016-08-24
2016-09-21,916,대전 서구,두발 미용업,433714.2857142857,2016-09-21
2016-10-19,916,대전 서구,두발 미용업,479285.7142857143,2016-10-19
2016-11-16,916,대전 서구,두발 미용업,669428.5714285715,2016-11-16
2016-12-14,916,대전 서구,두발 미용업,479000.0,2016-12-14
2017-01-11,916,대전 서구,두발 미용업,624285.7142857143,2017-01-11
2017-02-08,916,대전 서구,두발 미용업,797428.5714285712,2017-02-08
2017-03-08,916,대전 서구,두발 미용업,482714.2857142856,2017-03-08
2017-04-05,916,대전 서구,두발 미용업,609571.4285714285,2017-04-05
2017-05-03,916,대전 서구,두발 미용업,509571.42857142864,2017-05-03
2017-05-31,916,대전 서구,두발 미용업,717714.2857142857,2017-05-31
2017-06-28,916,대전 서구,두발 미용업,713857.142857143,2017-06-28
2017-07-26,916,대전 서구,두발 미용업,643285.7142857143,2017-07-26
2017-08-23,916,대전 서구,두발 미용업,674285.7142857142,2017-08-23
2017-09-20,916,대전 서구,두발 미용업,513428.5714285714,2017-09-20
2017-10-18,916,대전 서구,두발 미용업,597857.1428571428,2017-10-18
2017-11-15,916,대전 서구,두발 미용업,528285.7142857143,2017-11-15
2017-12-13,916,대전 서구,두발 미용업,743714.2857142858,2017-12-13
2018-01-10,916,대전 서구,두발 미용업,734428.5714285714,2018-01-10
2018-02-07,916,대전 서구,두발 미용업,637857.142857143,2018-02-07
2018-03-07,916,대전 서구,두발 미용업,574285.7142857144,2018-03-07
2018-04-04,916,대전 서구,두발 미용업,502142.8571428573,2018-04-04
2018-05-02,916,대전 서구,두발 미용업,501428.5714285714,2018-05-02
2018-05-30,916,대전 서구,두발 미용업,523571.4285714285,2018-05-30
2018-06-27,916,대전 서구,두발 미용업,792285.7142857143,2018-06-27
2018-07-25,916,대전 서구,두발 미용업,661857.1428571428,2018-07-25
2018-08-22,916,대전 서구,두발 미용업,596142.8571428573,2018-08-22
2018-09-19,916,대전 서구,두발 미용업,714857.1428571431,2018-09-19
2018-10-17,916,대전 서구,두발 미용업,570571.4285714285,2018-10-17
2018-11-14,916,대전 서구,두발 미용업,497142.85714285716,2018-11-14
2018-12-12,916,대전 서구,두발 미용업,779571.4285714286,2018-12-12
2019-01-09,916,대전 서구,두발 미용업,495571.4285714287,2019-01-09
2019-02-06,916,대전 서구,두발 미용업,406857.14285714284,2019-02-06
2016-06-01,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2268428.5714285714,2016-06-01
2016-06-29,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,3436357.1428571427,2016-06-29
2016-07-27,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2264142.8571428563,2016-07-27
2016-08-24,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2156785.7142857136,2016-08-24
2016-09-21,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2815285.714285714,2016-09-21
2016-10-19,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,3219614.285714286,2016-10-19
2016-11-16,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,3284000.0,2016-11-16
2016-12-14,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,3249214.285714287,2016-12-14
2017-01-11,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2768357.142857143,2017-01-11
2017-02-08,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,1698428.5714285714,2017-02-08
2017-03-08,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2717714.2857142854,2017-03-08
2017-04-05,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2339857.142857143,2017-04-05
2017-05-03,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2338500.0,2017-05-03
2017-05-31,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2511928.5714285714,2017-05-31
2017-06-28,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2690785.7142857146,2017-06-28
2017-07-26,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2261228.571428571,2017-07-26
2017-08-23,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2317785.714285714,2017-08-23
2017-09-20,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2203571.428571428,2017-09-20
2017-10-18,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2253857.1428571427,2017-10-18
2017-11-15,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,3552285.714285714,2017-11-15
2017-12-13,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,1735285.714285714,2017-12-13
2018-01-10,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,1416714.285714286,2018-01-10
2018-02-07,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,1326500.0,2018-02-07
2018-03-07,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2499214.2857142864,2018-03-07
2018-04-04,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2152000.0000000005,2018-04-04
2018-05-02,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,1614714.2857142857,2018-05-02
2018-05-30,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2090857.142857143,2018-05-30
2018-06-27,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2622857.1428571427,2018-06-27
2018-07-25,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2657571.4285714272,2018-07-25
2018-08-22,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2530357.1428571427,2018-08-22
2018-09-19,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2435285.714285714,2018-09-19
2018-10-17,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2758571.4285714286,2018-10-17
2018-11-14,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,3127928.5714285723,2018-11-14
2018-12-12,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,2763142.857142857,2018-12-12
2019-01-09,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,928714.2857142858,2019-01-09
2019-02-06,917,충북 청주시,그 외 기타 분류 안된 상품 전문 소매업,1387285.7142857143,2019-02-06
2016-06-01,920,충북 청주시,시계 및 귀금속 소매업,979571.4285714289,2016-06-01
2016-06-29,920,충북 청주시,시계 및 귀금속 소매업,972428.5714285714,2016-06-29
2016-07-27,920,충북 청주시,시계 및 귀금속 소매업,719857.1428571427,2016-07-27
2016-08-24,920,충북 청주시,시계 및 귀금속 소매업,612142.857142857,2016-08-24
2016-09-21,920,충북 청주시,시계 및 귀금속 소매업,765428.5714285714,2016-09-21
2016-10-19,920,충북 청주시,시계 및 귀금속 소매업,487428.5714285714,2016-10-19
2016-11-16,920,충북 청주시,시계 및 귀금속 소매업,546142.8571428572,2016-11-16
2016-12-14,920,충북 청주시,시계 및 귀금속 소매업,475285.7142857144,2016-12-14
2017-01-11,920,충북 청주시,시계 및 귀금속 소매업,287857.14285714284,2017-01-11
2017-02-08,920,충북 청주시,시계 및 귀금속 소매업,261999.99999999994,2017-02-08
2017-03-08,920,충북 청주시,시계 및 귀금속 소매업,1032142.8571428572,2017-03-08
2017-04-05,920,충북 청주시,시계 및 귀금속 소매업,816571.4285714283,2017-04-05
2017-05-03,920,충북 청주시,시계 및 귀금속 소매업,691142.8571428572,2017-05-03
2017-05-31,920,충북 청주시,시계 및 귀금속 소매업,692328.5714285715,2017-05-31
2017-06-28,920,충북 청주시,시계 및 귀금속 소매업,533999.9999999999,2017-06-28
2017-07-26,920,충북 청주시,시계 및 귀금속 소매업,720714.2857142857,2017-07-26
2017-08-23,920,충북 청주시,시계 및 귀금속 소매업,711428.5714285714,2017-08-23
2017-09-20,920,충북 청주시,시계 및 귀금속 소매업,807714.2857142857,2017-09-20
2017-10-18,920,충북 청주시,시계 및 귀금속 소매업,537142.8571428572,2017-10-18
2017-11-15,920,충북 청주시,시계 및 귀금속 소매업,252857.1428571428,2017-11-15
2017-12-13,920,충북 청주시,시계 및 귀금속 소매업,88857.14285714286,2017-12-13
2018-01-10,920,충북 청주시,시계 및 귀금속 소매업,4000.0,2018-01-10
2018-02-07,920,충북 청주시,시계 및 귀금속 소매업,498142.85714285716,2018-02-07
2018-03-07,920,충북 청주시,시계 및 귀금속 소매업,767428.5714285716,2018-03-07
2018-04-04,920,충북 청주시,시계 및 귀금속 소매업,867285.7142857143,2018-04-04
2018-05-02,920,충북 청주시,시계 및 귀금속 소매업,812571.4285714286,2018-05-02
2018-05-30,920,충북 청주시,시계 및 귀금속 소매업,699714.2857142857,2018-05-30
2018-06-27,920,충북 청주시,시계 및 귀금속 소매업,614285.7142857143,2018-06-27
2018-07-25,920,충북 청주시,시계 및 귀금속 소매업,553571.4285714286,2018-07-25
2018-08-22,920,충북 청주시,시계 및 귀금속 소매업,705285.7142857146,2018-08-22
2018-09-19,920,충북 청주시,시계 및 귀금속 소매업,495428.5714285715,2018-09-19
2018-10-17,920,충북 청주시,시계 및 귀금속 소매업,477857.1428571428,2018-10-17
2018-11-14,920,충북 청주시,시계 및 귀금속 소매업,555571.4285714286,2018-11-14
2018-12-12,920,충북 청주시,시계 및 귀금속 소매업,480285.7142857143,2018-12-12
2019-01-09,920,충북 청주시,시계 및 귀금속 소매업,601857.142857143,2019-01-09
2019-02-06,920,충북 청주시,시계 및 귀금속 소매업,627285.7142857142,2019-02-06
2016-06-01,922,충북 청주시,애완용 동물 및 관련용품 소매업,1269214.2857142857,2016-06-01
2016-06-29,922,충북 청주시,애완용 동물 및 관련용품 소매업,1091857.1428571427,2016-06-29
2016-07-27,922,충북 청주시,애완용 동물 및 관련용품 소매업,1096357.1428571427,2016-07-27
2016-08-24,922,충북 청주시,애완용 동물 및 관련용품 소매업,1104071.4285714286,2016-08-24
2016-09-21,922,충북 청주시,애완용 동물 및 관련용품 소매업,1090714.2857142857,2016-09-21
2016-10-19,922,충북 청주시,애완용 동물 및 관련용품 소매업,1089214.2857142857,2016-10-19
2016-11-16,922,충북 청주시,애완용 동물 및 관련용품 소매업,1052242.8571428573,2016-11-16
2016-12-14,922,충북 청주시,애완용 동물 및 관련용품 소매업,970042.8571428569,2016-12-14
2017-01-11,922,충북 청주시,애완용 동물 및 관련용품 소매업,966714.2857142857,2017-01-11
2017-02-08,922,충북 청주시,애완용 동물 및 관련용품 소매업,973785.7142857142,2017-02-08
2017-03-08,922,충북 청주시,애완용 동물 및 관련용품 소매업,971771.4285714286,2017-03-08
2017-04-05,922,충북 청주시,애완용 동물 및 관련용품 소매업,837142.8571428573,2017-04-05
2017-05-03,922,충북 청주시,애완용 동물 및 관련용품 소매업,787299.9999999998,2017-05-03
2017-05-31,922,충북 청주시,애완용 동물 및 관련용품 소매업,847285.7142857142,2017-05-31
2017-06-28,922,충북 청주시,애완용 동물 및 관련용품 소매업,856928.5714285712,2017-06-28
2017-07-26,922,충북 청주시,애완용 동물 및 관련용품 소매업,778214.2857142858,2017-07-26
2017-08-23,922,충북 청주시,애완용 동물 및 관련용품 소매업,700942.8571428572,2017-08-23
2017-09-20,922,충북 청주시,애완용 동물 및 관련용품 소매업,695500.0,2017-09-20
2017-10-18,922,충북 청주시,애완용 동물 및 관련용품 소매업,671142.857142857,2017-10-18
2017-11-15,922,충북 청주시,애완용 동물 및 관련용품 소매업,580785.7142857143,2017-11-15
2017-12-13,922,충북 청주시,애완용 동물 및 관련용품 소매업,556642.8571428573,2017-12-13
2018-01-10,922,충북 청주시,애완용 동물 및 관련용품 소매업,586285.7142857144,2018-01-10
2018-02-07,922,충북 청주시,애완용 동물 및 관련용품 소매업,619714.2857142858,2018-02-07
2018-03-07,922,충북 청주시,애완용 동물 및 관련용품 소매업,726681.4285714286,2018-03-07
2018-04-04,922,충북 청주시,애완용 동물 및 관련용품 소매업,712714.2857142859,2018-04-04
2018-05-02,922,충북 청주시,애완용 동물 및 관련용품 소매업,816499.9999999999,2018-05-02
2018-05-30,922,충북 청주시,애완용 동물 및 관련용품 소매업,700000.0000000002,2018-05-30
2018-06-27,922,충북 청주시,애완용 동물 및 관련용품 소매업,941785.7142857144,2018-06-27
2018-07-25,922,충북 청주시,애완용 동물 및 관련용품 소매업,941357.1428571428,2018-07-25
2018-08-22,922,충북 청주시,애완용 동물 및 관련용품 소매업,611285.7142857142,2018-08-22
2018-09-19,922,충북 청주시,애완용 동물 및 관련용품 소매업,708500.0,2018-09-19
2018-10-17,922,충북 청주시,애완용 동물 및 관련용품 소매업,592142.857142857,2018-10-17
2018-11-14,922,충북 청주시,애완용 동물 및 관련용품 소매업,530714.2857142857,2018-11-14
2018-12-12,922,충북 청주시,애완용 동물 및 관련용품 소매업,589214.2857142857,2018-12-12
2019-01-09,922,충북 청주시,애완용 동물 및 관련용품 소매업,503585.71428571426,2019-01-09
2019-02-06,922,충북 청주시,애완용 동물 및 관련용품 소매업,584785.7142857143,2019-02-06
2017-04-01,923,경기 성남시,골프연습장 운영업,541142.8571428573,2017-04-01
2017-04-29,923,경기 성남시,골프연습장 운영업,386857.14285714284,2017-04-29
2017-05-27,923,경기 성남시,골프연습장 운영업,561428.5714285714,2017-05-27
2017-06-24,923,경기 성남시,골프연습장 운영업,615571.4285714284,2017-06-24
2017-07-22,923,경기 성남시,골프연습장 운영업,608534.4285714286,2017-07-22
2017-08-19,923,경기 성남시,골프연습장 운영업,494285.71428571426,2017-08-19
2017-09-16,923,경기 성남시,골프연습장 운영업,323000.0,2017-09-16
2017-10-14,923,경기 성남시,골프연습장 운영업,388714.28571428574,2017-10-14
2017-11-11,923,경기 성남시,골프연습장 운영업,458200.0,2017-11-11
2017-12-09,923,경기 성남시,골프연습장 운영업,639642.8571428572,2017-12-09
2018-01-06,923,경기 성남시,골프연습장 운영업,501014.2857142858,2018-01-06
2018-02-03,923,경기 성남시,골프연습장 운영업,500357.14285714284,2018-02-03
2018-03-03,923,경기 성남시,골프연습장 운영업,459142.8571428571,2018-03-03
2018-03-31,923,경기 성남시,골프연습장 운영업,458557.14285714284,2018-03-31
2018-04-28,923,경기 성남시,골프연습장 운영업,567857.1428571428,2018-04-28
2018-05-26,923,경기 성남시,골프연습장 운영업,516914.2857142857,2018-05-26
2018-06-23,923,경기 성남시,골프연습장 운영업,362928.57142857154,2018-06-23
2018-07-21,923,경기 성남시,골프연습장 운영업,522571.42857142864,2018-07-21
2018-08-18,923,경기 성남시,골프연습장 운영업,340642.8571428571,2018-08-18
2018-09-15,923,경기 성남시,골프연습장 운영업,436642.8571428571,2018-09-15
2018-10-13,923,경기 성남시,골프연습장 운영업,346842.85714285716,2018-10-13
2018-11-10,923,경기 성남시,골프연습장 운영업,293214.28571428574,2018-11-10
2018-12-08,923,경기 성남시,골프연습장 운영업,540000.0000000001,2018-12-08
2019-01-05,923,경기 성남시,골프연습장 운영업,516842.8571428571,2019-01-05
2019-02-02,923,경기 성남시,골프연습장 운영업,602499.9999999998,2019-02-02
2016-06-03,926,경기 광주시,전자상거래 소매업,39957.142857142855,2016-06-03
2016-07-01,926,경기 광주시,전자상거래 소매업,96714.28571428571,2016-07-01
2016-07-29,926,경기 광주시,전자상거래 소매업,0.0,2016-07-29
2016-08-26,926,경기 광주시,전자상거래 소매업,163857.14285714284,2016-08-26
2016-09-23,926,경기 광주시,전자상거래 소매업,69142.85714285714,2016-09-23
2016-10-21,926,경기 광주시,전자상거래 소매업,142142.85714285713,2016-10-21
2016-11-18,926,경기 광주시,전자상거래 소매업,59428.57142857143,2016-11-18
2016-12-16,926,경기 광주시,전자상거래 소매업,4571.428571428572,2016-12-16
2017-01-13,926,경기 광주시,전자상거래 소매업,36571.42857142857,2017-01-13
2017-02-10,926,경기 광주시,전자상거래 소매업,1428.5714285714291,2017-02-10
2017-03-10,926,경기 광주시,전자상거래 소매업,39571.428571428565,2017-03-10
2017-04-07,926,경기 광주시,전자상거래 소매업,9000.0,2017-04-07
2017-05-05,926,경기 광주시,전자상거래 소매업,40428.57142857143,2017-05-05
2017-06-02,926,경기 광주시,전자상거래 소매업,20142.85714285714,2017-06-02
2017-06-30,926,경기 광주시,전자상거래 소매업,202428.57142857145,2017-06-30
2017-07-28,926,경기 광주시,전자상거래 소매업,21857.142857142855,2017-07-28
2017-08-25,926,경기 광주시,전자상거래 소매업,426142.85714285716,2017-08-25
2017-09-22,926,경기 광주시,전자상거래 소매업,349257.14285714284,2017-09-22
2017-10-20,926,경기 광주시,전자상거래 소매업,253771.42857142855,2017-10-20
2017-11-17,926,경기 광주시,전자상거래 소매업,175857.14285714284,2017-11-17
2017-12-15,926,경기 광주시,전자상거래 소매업,132142.85714285713,2017-12-15
2018-01-12,926,경기 광주시,전자상거래 소매업,114428.57142857142,2018-01-12
2018-02-09,926,경기 광주시,전자상거래 소매업,213714.2857142857,2018-02-09
2018-03-09,926,경기 광주시,전자상거래 소매업,338428.5714285715,2018-03-09
2018-04-06,926,경기 광주시,전자상거래 소매업,235542.85714285716,2018-04-06
2018-05-04,926,경기 광주시,전자상거래 소매업,456571.4285714285,2018-05-04
2018-06-01,926,경기 광주시,전자상거래 소매업,217999.99999999997,2018-06-01
2018-06-29,926,경기 광주시,전자상거래 소매업,255428.57142857142,2018-06-29
2018-07-27,926,경기 광주시,전자상거래 소매업,18714.285714285714,2018-07-27
2018-08-24,926,경기 광주시,전자상거래 소매업,310142.8571428571,2018-08-24
2018-09-21,926,경기 광주시,전자상거래 소매업,155428.57142857145,2018-09-21
2018-10-19,926,경기 광주시,전자상거래 소매업,238142.85714285713,2018-10-19
2018-11-16,926,경기 광주시,전자상거래 소매업,186228.57142857145,2018-11-16
2018-12-14,926,경기 광주시,전자상거래 소매업,90714.28571428572,2018-12-14
2019-01-11,926,경기 광주시,전자상거래 소매업,16428.571428571428,2019-01-11
2019-02-08,926,경기 광주시,전자상거래 소매업,32285.714285714286,2019-02-08
2017-05-16,930,충남 아산시,기타 주점업,1845714.285714286,2017-05-16
2017-06-13,930,충남 아산시,기타 주점업,1811285.7142857143,2017-06-13
2017-07-11,930,충남 아산시,기타 주점업,1689428.5714285716,2017-07-11
2017-08-08,930,충남 아산시,기타 주점업,1529000.0000000002,2017-08-08
2017-09-05,930,충남 아산시,기타 주점업,1591285.7142857143,2017-09-05
2017-10-03,930,충남 아산시,기타 주점업,1932285.7142857139,2017-10-03
2017-10-31,930,충남 아산시,기타 주점업,1537428.5714285716,2017-10-31
2017-11-28,930,충남 아산시,기타 주점업,1738571.4285714282,2017-11-28
2017-12-26,930,충남 아산시,기타 주점업,1605857.142857143,2017-12-26
2018-01-23,930,충남 아산시,기타 주점업,1631571.4285714282,2018-01-23
2018-02-20,930,충남 아산시,기타 주점업,1460142.8571428568,2018-02-20
2018-03-20,930,충남 아산시,기타 주점업,1441142.8571428568,2018-03-20
2018-04-17,930,충남 아산시,기타 주점업,1666428.5714285714,2018-04-17
2018-05-15,930,충남 아산시,기타 주점업,1583571.4285714284,2018-05-15
2018-06-12,930,충남 아산시,기타 주점업,1434142.857142857,2018-06-12
2018-07-10,930,충남 아산시,기타 주점업,1353571.4285714284,2018-07-10
2018-08-07,930,충남 아산시,기타 주점업,1718571.4285714286,2018-08-07
2018-09-04,930,충남 아산시,기타 주점업,1556571.4285714286,2018-09-04
2018-10-02,930,충남 아산시,기타 주점업,1547285.7142857143,2018-10-02
2018-10-30,930,충남 아산시,기타 주점업,1382857.1428571432,2018-10-30
2018-11-27,930,충남 아산시,기타 주점업,1487857.1428571427,2018-11-27
2018-12-25,930,충남 아산시,기타 주점업,1427428.5714285716,2018-12-25
2019-01-22,930,충남 아산시,기타 주점업,1544857.142857143,2019-01-22
2019-02-19,930,충남 아산시,기타 주점업,384857.1428571429,2019-02-19
2016-10-18,940,대전 서구,한식 음식점업,173500.0,2016-10-18
2016-11-15,940,대전 서구,한식 음식점업,174428.57142857145,2016-11-15
2016-12-13,940,대전 서구,한식 음식점업,92000.0,2016-12-13
2017-01-10,940,대전 서구,한식 음식점업,167571.42857142855,2017-01-10
2017-02-07,940,대전 서구,한식 음식점업,277214.28571428574,2017-02-07
2017-03-07,940,대전 서구,한식 음식점업,205214.28571428574,2017-03-07
2017-04-04,940,대전 서구,한식 음식점업,172214.28571428574,2017-04-04
2017-05-02,940,대전 서구,한식 음식점업,176071.42857142858,2017-05-02
2017-05-30,940,대전 서구,한식 음식점업,206142.85714285716,2017-05-30
2017-06-27,940,대전 서구,한식 음식점업,208857.1428571428,2017-06-27
2017-07-25,940,대전 서구,한식 음식점업,149357.14285714287,2017-07-25
2017-08-22,940,대전 서구,한식 음식점업,187571.42857142864,2017-08-22
2017-09-19,940,대전 서구,한식 음식점업,160142.85714285716,2017-09-19
2017-10-17,940,대전 서구,한식 음식점업,209214.2857142857,2017-10-17
2017-11-14,940,대전 서구,한식 음식점업,139857.14285714284,2017-11-14
2017-12-12,940,대전 서구,한식 음식점업,91857.14285714286,2017-12-12
2018-01-09,940,대전 서구,한식 음식점업,110642.85714285714,2018-01-09
2018-02-06,940,대전 서구,한식 음식점업,119500.0,2018-02-06
2018-03-06,940,대전 서구,한식 음식점업,81142.85714285714,2018-03-06
2018-04-03,940,대전 서구,한식 음식점업,146214.28571428568,2018-04-03
2018-05-01,940,대전 서구,한식 음식점업,115214.28571428571,2018-05-01
2018-05-29,940,대전 서구,한식 음식점업,117999.99999999999,2018-05-29
2018-06-26,940,대전 서구,한식 음식점업,54642.857142857145,2018-06-26
2018-07-24,940,대전 서구,한식 음식점업,91500.0,2018-07-24
2018-08-21,940,대전 서구,한식 음식점업,101642.85714285714,2018-08-21
2018-09-18,940,대전 서구,한식 음식점업,124214.2857142857,2018-09-18
2018-10-16,940,대전 서구,한식 음식점업,34499.99999999999,2018-10-16
2018-11-13,940,대전 서구,한식 음식점업,99000.0,2018-11-13
2018-12-11,940,대전 서구,한식 음식점업,44714.28571428572,2018-12-11
2019-01-08,940,대전 서구,한식 음식점업,65642.85714285714,2019-01-08
2019-02-05,940,대전 서구,한식 음식점업,49142.85714285713,2019-02-05
2016-06-04,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,536771.4285714286,2016-06-04
2016-07-02,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,744642.8571428572,2016-07-02
2016-07-30,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,1289871.4285714284,2016-07-30
2016-08-27,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,54785.71428571428,2016-08-27
2016-09-24,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,365714.28571428574,2016-09-24
2016-10-22,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,248585.71428571426,2016-10-22
2016-11-19,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,273428.5714285714,2016-11-19
2016-12-17,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,57858.57142857144,2016-12-17
2017-01-14,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,78442.85714285716,2017-01-14
2017-02-11,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,363142.85714285716,2017-02-11
2017-03-11,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,485714.2857142858,2017-03-11
2017-04-08,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,7000.000000000001,2017-04-08
2017-05-06,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,83571.42857142857,2017-05-06
2017-06-03,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,265928.5714285714,2017-06-03
2017-07-01,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,373985.71428571426,2017-07-01
2017-07-29,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,74485.71428571429,2017-07-29
2017-08-26,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,120142.85714285713,2017-08-26
2017-09-23,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,29857.142857142855,2017-09-23
2017-10-21,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,77860.0,2017-10-21
2017-11-18,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,621857.1428571428,2017-11-18
2017-12-16,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,293857.14285714284,2017-12-16
2018-01-13,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,278477.14285714284,2018-01-13
2018-02-10,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,387288.5714285714,2018-02-10
2018-03-10,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,185714.2857142857,2018-03-10
2018-04-07,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,21585.714285714286,2018-04-07
2018-05-05,941,경기 오산시,그 외 기타 분류 안된 가정용품 소매업,17571.428571428572,2018-05-05
